"ID.Cell.per.Trip","Area","Site","Year","Total.Angler.Hours","Grid.Cell.ID","Barred Sand Bass","Bat Ray","Bigmouth Sole","Black Rockfish","Black-and-Yellow Rockfish","Blacksmith","Blue Rockfish","Bocaccio","Brown Rockfish","Buffalo Sculpin","Bull Sculpin","Cabezon","Calico Rockfish","California Halibut","California Lizardfish","California Scorpionfish","California Sheephead","Canary Rockfish","Chilipepper Rockfish","China Rockfish","Chinook Salmon","Common Thresher Shark","Copper Rockfish","Deacon Rockfish","Fantail Sole","Freckled Rockfish","Garibaldi","Giant Sea Bass","Gopher Rockfish","Grass Rockfish","Halfmoon","Honeycomb Rockfish","Jack Mackerel","Jack Smelt","Kelp Bass","Kelp Greenling","Kelp Rockfish","Lingcod","Longfin Sanddab","Mackerel (Family Scombridae)","Northern Anchovy","Ocean Whitefish","Olive or Yellowtail Rockfish","Olive Rockfish","Opaleye","Pacific  (Chub) Mackerel","Pacific Barracuda","Pacific Bonito","Pacific Halibut","Pacific Sanddab","Pacific Sardine","Painted Greenling","Pelagic Stingray","Petrale Sole","Pile Perch","Quillback Rockfish","Rock Greenling","Rock Sole","Rock Wrasse","Rosy Rockfish","Rubberlip Seaperch","Salema","Sand Sole","Sanddab spp.","Sarcastic Fringehead","Sargo","Scalyhead Sculpin","Senorita","Sharpnose Surfperch","Silversides (Family Atherinopsidae)","Soupfin Shark","Speckled Sanddab","Spiny Dogfish","Squarespot Rockfish","Starry Rockfish","Starry Skate","Striped Seaperch","Tiger Rockfish","Top smelt","Treefish","Tubesnout","UnID Blue Rockfish","Unknown","Unknown rockfish","Vermilion Rockfish","White Croaker","White Seabass","Widow Rockfish","Wolf Eel","Yelloweye Rockfish","Yellowfin Croaker","Yellowtail Jack","Yellowtail Rockfish","Total"
"BLM09161911","Piedras Blancas","MPA",2019,4.456388889,"BL11",0,0,0,0,0,0,13.0150221277064,0.224396933236317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.448793866472635,0,0,0,0,0,1.79517546589054,0,0,0,0,0,0,0,0.673190799708952,0.89758773294527,0,0,0,0,0,5.60992333090794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89758773294527,0,0,0,0,0,0,0,0,23.5616779898133
"BLM09161919","Piedras Blancas","MPA",2019,4.666666667,"BL19",0,0,0,0,0,0,9.64285714216837,0.214285714270408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28571428562245,0,0,0,0,0,2.99999999978571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78571428551531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.57142857103061,0,0,0,0,0,0,0,0,22.4999999983929
"BLM09161922","Piedras Blancas","MPA",2019,4.518333334,"BL22",0,0,0,0,0,0,14.6071560288296,0.442641091782716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10660272945679,0,0,0,0,0,7.08225746852346,0,0,0,0,0,0,0,0,0.442641091782716,0,0,0,0.442641091782716,0,3.09848764247901,0,0,0,0,0,0.442641091782716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663961637674074,0,0,0,0,0,0,0,0,28.3290298740938
"BLR07132037","Piedras Blancas","REF",2020,4.876111111,"BL37",0,0,0,1.23048877751465,0.205081462919109,0,20.5081462919109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43557024043376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.820325851676434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205081462919109,0,0,0,0,0,0,0,0,24.4046940873739
"BLR07132040","Piedras Blancas","REF",2020,5.353888889,"BL40",0,0,0,0,0,0,17.1837708826983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30746082803139,0,0,0,0,0,0,0,0.747120473160794,0,0,0,0,0,0,0.933900591450993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1722527753414
"BLR07132041","Piedras Blancas","REF",2020,5.41,"BL41",0,0,0,0,0,0,32.7171903881701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369685767097967,0,0,0,0,0,0.739371534195933,0,0,0,0,0,0,0.184842883548983,1.1090573012939,0.184842883548983,0,0,0,0,0,2.77264325323475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55452865064695,0,0,0,0,0,0,0,0,38.6321626617375
"BLR07132047","Piedras Blancas","REF",2020,4.837777778,"BL47",0,0,0,0,0,0,5.37436839662957,0.206706476793445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34083601266234,0,0,0,0,0,0,0,0,0.41341295358689,0,0,0,0,0,0.206706476793445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41341295358689,0,0,0,0,0,0,0,0,10.9554432700526
"BLR07151336","Piedras Blancas","REF",2013,4.971666689,"BL36",0,0,0,0.603419373756011,0,0,0.201139791252004,0,0.201139791252004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.603419373756011,0,0,0,0,0,0,0.201139791252004,1.60911833001603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201139791252004,0,0,0,0,0,0,0,0,3.62051624253607
"BLR07151342","Piedras Blancas","REF",2013,5.456111111,"BL42",0,0,0,0.366561449961645,0.183280724980822,0,0.733122899923289,0,0,0,0,0.183280724980822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.549842174942467,0,0,0,0,0,0,0.183280724980822,2.56593014973151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183280724980822,0,0,0,0,0,0,0,0,4.9485795744822
"BLR07151349","Piedras Blancas","REF",2013,5.273333333,"BL49",0,0,0,1.70670037937463,0,0,1.32743362840249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379266750972141,0,0,0,0,0,1.51706700388856,0,0,0,0,0,0,0,0.568900126458211,0,0,0,0,0,0,0.379266750972141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18963337548607,0,0,0,0,0,0,0,0,6.06826801555425
"BLR07160836","Piedras Blancas","REF",2008,6.586666688,"BL36",0,0,0,0.455465585569342,0,0,1.97368420413382,0,0,0,0,0,0,0,0,0,0,0.151821861856447,0,0,0,0,0.151821861856447,0,0,0,0,0,0.910931171138685,0,0,0,0,0,0,0,0.910931171138685,0.151821861856447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151821861856447,0,0,0,0,0,0,0,0,4.85829957940632
"BLR07160845","Piedras Blancas","REF",2008,3.935833344,"BL45",0,0,0,0,0,0,0,0,0.762227395774611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254075798591537,0,0,0,0,0,0,0,0.508151597183074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52445479154922
"BLR07171240","Piedras Blancas","REF",2012,7.05,"BL40",0,0,0,0.141843971631206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141843971631206,0,0,0,0,0,4.39716312056738,0,0,0,0,0,0,0.283687943262411,1.41843971631206,0.283687943262411,0,0,0,0,0,0.283687943262411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141843971631206,0,0,0,0,0,0,0,0,0,0,0,0,0,7.09219858156028
"BLR07171247","Piedras Blancas","REF",2012,6.725,"BL47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297397769516729,0,0,0,0,0,4.75836431226766,0,0,0,0,0,0,0,0.148698884758364,0.148698884758364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148698884758364,0,0,0,0,0.743494423791822,0,0,0,0,0,0,0,0,6.2453531598513
"BLR07171254","Piedras Blancas","REF",2012,6.856666663,"BL54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437530384288422,0,0.145843461429474,0,0,0,0.291686922858948,0,0,0,0,2.47933884430106,0,0,0,0,0,0,0,0,0.583373845717896,0,0,0,0,0,0.291686922858948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145843461429474,0,0,0,0,0,0,0,0,0,0.291686922858948,0,0,0,0,0,0,0,0,4.66699076574316
"BLR07171256","Piedras Blancas","REF",2012,2.195,"BL56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82232346241458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455580865603645,0,0,0,0,0,0,0,0,2.27790432801822
"BLR07181732","Piedras Blancas","REF",2017,5.403333333,"BL32",0,0,0,0,0,0,2.03578038260554,0,0.555212831619692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185070943873231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185070943873231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185070943873231,0,0,0,0,0,0,0,0,3.14620604584492
"BLR07181744","Piedras Blancas","REF",2017,8.883333333,"BL44",0,0,0,0,0.11257035647702,0,2.70168855544847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.562851782385098,0,0,0,0,0,0,0,0.337711069431059,0.11257035647702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82739212021866
"BLR07181753","Piedras Blancas","REF",2017,8.77,"BL53",0,0,0,0,0,0,11.8586088939567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342075256556442,0,0,0,0,0,1.14025085518814,0,0,0,0,0,0,0,1.02622576966933,0.456100342075257,0,0,0,0,0,2.16647662485747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.456100342075257,0,0,0,0,0,0,0,0.114025085518814,17.5598631698974
"BLR07181754","Piedras Blancas","REF",2017,8.900000001,"BL54",0,0,0,0,0,0,15.1685393241384,0,0,0,0,0,0,0,0,0,0,0.112359550549173,0,0,0,0,0.112359550549173,0,0,0,0,0,1.57303370768842,0,0,0,0,0,0,0,0,1.12359550549173,0,0,0,0,0,1.01123595494256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337078651647519,0,0,0,0,0,0,0,0,19.4382022450069
"BLR07191140","Piedras Blancas","REF",2011,6.793333344,"BL40",0,0,0,0,0,0,0.294406280205054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.56329734317834,0,0,0,0,0,0,0,0.588812560410108,0,0,0,0,0,0,0.294406280205054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147203140102527,0,0,0,0,0.883218840615162,0,0,0,0,0,0,0,0,6.77134444471624
"BLR07191148","Piedras Blancas","REF",2011,6.700000008,"BL48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02985074145689,0,0,0,0,0,0,0,0.447761193495211,0.14925373116507,0,0,0,0,0,0.14925373116507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14925373116507,0,0,0,0,0,0,0,0,4.92537312844732
"BLR07191154","Piedras Blancas","REF",2011,6.763333344,"BL54",0,0,0,0,0,0,1.03499260556334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443568259527147,0,0,0,0,0,3.25283390319908,0,0,0,0,0,0,0.147856086509049,0,0.443568259527147,0,0.295712173018098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147856086509049,0,0,0,0,0,0,0,0,0,0.887136519054294,0,0,0,0,0,0,0,0.147856086509049,6.80137997941626
"BLR07191635","Piedras Blancas","REF",2016,8.519999999,"BL35",0,0,0,0,0,0,2.46478873268366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352112676097666,0,0,0,0,0,4.22535211317199,0,0,0,0,0,0,0,1.29107981235811,0.586854460162776,0,0,0,0,0,1.17370892032555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17370892032555,0,0,0,0,0,0,0,0.117370892032555,11.3849765271579
"BLR07191647","Piedras Blancas","REF",2016,5.436666666,"BL47",0,0,0,0,0,0,1.83936235460936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65542611914843,0,0,0,0,0,0,0,0,0.367872470921873,0,0,0,0,0,0.551808706382809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.551808706382809,0,0,0,0,0,0,0,0,4.96627835744528
"BLR07191648","Piedras Blancas","REF",2016,9.263333333,"BL48",0,0,0,0.431810003613955,0,0,7.77258006505119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56243252981513,0,0,0,0,0,0,0.107952500903489,4.31810003613955,0.539762504517444,0,0,0,0,0,2.69881252258722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755667506324421,0,0,0,0,0,0,0,0,20.1871176689524
"BLR07201033","Piedras Blancas","REF",2010,7.716666686,"BL33",0,0,0,0,0,0,0.1295896325047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2397408126175,0,0,0,0,0,0,0,0.1295896325047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518358530018799,0,0,0,0,0,0,0,0,4.01727860764569
"BLR07201036","Piedras Blancas","REF",2010,8.366666643,"BL36",0,0,0,0,0,0,0.358565738066062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119521912688687,0,0,0,0,0,0.597609563443437,0,0,0,0,0,0,0,0.9561753015095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47808765075475,0,0,0,0,0,0,0,0,2.50996016646244
"BLR07201046","Piedras Blancas","REF",2010,6.613333334,"BL46",0,0,0,0,0,0,0.907258064424672,0,0,0,0,0,0,0,0,0,0,0.75604838702056,0,0,0,0,0.453629032212336,0,0,0,0,0,1.36088709663701,0,0,0,0,0,0,0,0,0.151209677404112,0,0,0,0,0,0,0,0,0,0,0,0.151209677404112,0,0,0,0,0,0,0,0,0,0.151209677404112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51209677404112,0,0,0,0,0,0,0,0.302419354808224,5.74596774135625
"BLR07201048","Piedras Blancas","REF",2010,6.566666663,"BL48",0,0,0,0,0,0,0.152284264044423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74111675279961,0,0,0,0,0,0,0,0.152284264044423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.456852792133268,0,0,0,0,0,0,0,0,3.50253807302172
"BLR07220845","Piedras Blancas","REF",2008,4.41833333,"BL45",0,0,0,0,0,0,0,0,1.13164843540675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22632968708135,0,0,0,0,0,0.4526593741627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8106374966508
"BLR07220851","Piedras Blancas","REF",2008,4.63333335,"BL51",0,0,0,0,0,0,0.431654674706278,0,0,0,0,0,0,0,0,0,0,0.431654674706278,0,0,0,0,0.431654674706278,0,0,0,0,0,3.23741006029709,0,0,0,0,0,0,0,0,0.215827337353139,0,0,0,0,0,0.647482012059417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215827337353139,0.647482012059417,0,0,0,0,0,0,0,0,6.25899278324103
"BLR07241840","Piedras Blancas","REF",2018,7.861666667,"BL40",0,0,0,0,0,0,16.5359338555635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127199491196642,0,0,0,0,0.763196947179852,0,0,0,0,0,0,0,0.254398982393284,0.254398982393284,0,0,0,0,0,1.78079287675299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63599745598321,0,0,0,0,0,0,0,0,20.3519185914627
"BLR07241847","Piedras Blancas","REF",2018,6.342222222,"BL47",0,0,0,0,0,0,22.2319551514447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315346881580776,0,0,0,0,0,1.10371408553272,0,0,0,0,0,0,0,0,0.315346881580776,0,0,0,0,0,0.473020322371164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157673440790388,0,0,0,0,0,0,0,0,24.5970567633005
"BLR07241849","Piedras Blancas","REF",2018,7.727499999,"BL49",0,0,0,0.258815917212399,0,0,16.3054027843812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258815917212399,0,0,0,0,0,0,0,0.258815917212399,0,0,0,0,0,0,1.1646716274558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1294079586062,0,0,0,0,0,0,0,0,18.3759301220804
"BLR07241856","Piedras Blancas","REF",2018,4.781111111,"BL56",0,0,0,0,0,0,7.52963049053055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209156402514738,0,0,0,0,0,0.627469207544213,0,0,0,0,0,0,0,0.209156402514738,0.209156402514738,0,0,0,0,0,1.46409481760316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2486637232221
"BLR07282042","Piedras Blancas","REF",2020,5.254444444,"BL42",0,0,0,0,0,0,11.9898498635644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.90315077199435,0,0,0,0,0,0,0.190315077199435,1.14189046319661,0.190315077199435,0,0,0,0,0,1.33220554039604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190315077199435,0,0,0,0,0,0,0,0,16.9380418707497
"BLR07282047","Piedras Blancas","REF",2020,5.102222222,"BL47",0,0,0,0,0,0,16.8554006975982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.587979094102264,0,0,0,0,0,4.31184669008327,0,0,0,0,0,0,0,0,0.391986062734843,0,0,0,0,0,0.979965156837106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391986062734843,0,0,0,0,0,0,0,0,23.5191637640906
"BLR07282055","Piedras Blancas","REF",2020,5.288611111,"BL55",0,0,0,0,0,0,34.2244865808966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02536897952677,0,0,0,0,0,0,0,0,0.378171122440846,0,0,0,0,0,0.567256683661269,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189085561220423,0,0.189085561220423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567256683661269,39.1407111726276
"BLR07282057","Piedras Blancas","REF",2020,5.342222222,"BL57",0,0,0,0,0,0,0,0,0.374376039949017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.748752079898035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.748752079898035,0,0,0,0.561564059923526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.748752079898035,0,0,0,0,0,0,0,0,3.18219633956665
"BLR07300932","Piedras Blancas","REF",2009,6.579168801,"BL32",0,0,0,0,0,0,0,0,0,0,0,0,0.151994884193883,0,0,0,0,0,0,0,0,0,0.759974420969413,0,0,0,0,0,6.23179025194918,0,0,0,0,0,0,0,0,0.151994884193883,0,0,0,0,0,0,0,0,0,0,0,0.303989768387765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455984652581648,0,0,0,0,0,0,0,0.151994884193883,8.20772374646966
"BLR07300934","Piedras Blancas","REF",2009,3.069168801,"BL34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.977463344154462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.977463344154462
"BLR07300952","Piedras Blancas","REF",2009,6.6525,"BL52",0,0,0,0,0,0,0.300638857572341,0,0,0,0,0,0,0,0,0,0,0.150319428786171,0,0,0,0,0.450958286358512,0,0,0,0,0,3.30702743329575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.751597143930853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150319428786171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150319428786171,0,0,0,0,0,0,0,0,0,2.10447200300639,0,0,0,0,0,0,0,1.35287485907554,8.7185268695979
"BLR07300957","Piedras Blancas","REF",2009,6.927503201,"BL57",0,0,0,0,0,0,0.144352152714364,0,0.288704305428729,0,0,0,0,0.144352152714364,0,0,0,0,0,0,0,0,0.577408610857457,0,0,0,0,0,2.16528229071547,0,0,0,0,0,0,0,0,0.577408610857457,0,0,0,0,0,0,0,0,0,0,0,0.721760763571822,0,0,0,0,0,0,0,0.144352152714364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58787367985801,0,0,0,0,0,0,0,0,6.35149471943203
"BLR07301245","Piedras Blancas","REF",2012,6.7975,"BL45",0,0,0,0,0,0,0,0,0.441338727473336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147112909157779,0,0,0,0,0,0,0,0.882677454946672,0.147112909157779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147112909157779,0,0,0,0,0,0,0,0,1.76535490989334
"BLR07301248","Piedras Blancas","REF",2012,4.42,"BL48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226244343891403,0,0,0,0,0,2.26244343891403,0,0,0,0,0,0,0.226244343891403,1.13122171945701,0.226244343891403,0,0,0,0,0,0.452488687782805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226244343891403,0,0,0,0,0,0,0,0,4.75113122171946
"BLR07301251","Piedras Blancas","REF",2012,5.85,"BL51",0,0,0,0,0,0,1.02564102564103,0,0,0,0,0,0,0,0,0,0,0.341880341880342,0,0,0,0,0.170940170940171,0.683760683760684,0,0,0,0,2.56410256410256,0,0,0,0,0,0,0,0,0.512820512820513,0,0,0,0,0,0.854700854700855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02564102564103,0,0,0,0,0,0,0,0.170940170940171,7.35042735042735
"BLR07311738","Piedras Blancas","REF",2017,8.73,"BL38",0,0,0,0,0,0,1.03092783505155,0,0.229095074455899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.687285223367698,0,0,0,0,0,0,0.229095074455899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11454753722795,0,0,0,0,0,0,0,0,2.29095074455899
"BLR07311748","Piedras Blancas","REF",2017,9.073333333,"BL48",0,0,0,0,0,0,31.0800881716047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65319617934068,0,0,0,0,0,0,0,1.43277002209525,0,0,0,0,0,0,1.98383541520881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220426157245423,0,0,0,0,0,0,0,0,36.3703159454949
